Date,SubPlotID,Above_PAR,Below_PAR,LAI
2020-01-13,S6P3A,1549.1,1266,0.37
2020-01-13,S6P3B,1199.3,1069.2,0.17
2020-01-13,S6P3D,1155.1,506.1,1.25
2020-01-13,S6P4B,874,343.1,1.26
2020-01-13,S6P4C,815.5,585.1,0.45
2020-01-13,S6P4D,854.6,756.6,0.17
2020-01-13,S6P5A,895.5,839.7,0.09
2020-01-13,S6P5C,849,475.3,0.95
2020-01-13,S6P5D,782.1,510.3,0.55
2020-01-13,S6P6A,860.2,487.4,0.77
2020-01-13,S6P6B,864.2,567.4,0.55
2020-01-13,S6P6D,822.6,710.6,0.2
2020-01-13,S6P7A,978,900.5,0.11
2020-01-13,S6P7B,1091.2,315.9,1.93
2020-01-13,S6P7C,878.3,232.3,1.85
2020-01-13,S6P8A,1451.5,396.1,2.27
2020-01-13,S6P8B,1295.1,420,1.79
2020-01-13,S6P8D,1071.7,871.4,0.33
2020-01-28,S2P1A,1420.6,1267.8,0.19
2020-01-28,S2P1B,1417.8,995.6,0.59
2020-01-28,S2P1C,1428.3,1163.3,0.38
2020-01-28,S2P2A,1428,1230.8,0.26
2020-01-28,S2P1A,1420.6,1267.8,0.19
2020-01-28,S2P1B,1417.8,995.6,0.59
2020-01-28,S2P1C,1428.3,1163.3,0.38
2020-01-28,S2P2A,1428,1230.8,0.26
2020-01-28,S2P2B,1453,1344.5,0.13
2020-01-28,S2P2C,1320.6,958.6,0.52
2020-01-28,S2P3A,1409.5,1301.5,0.18
2020-01-28,S2P3B,1366.2,1217.9,0.21
2020-01-28,S2P3C,1351.1,1252.1,0.19
2020-01-28,S2P3D,1384.2,1349.1,0.06
2020-01-28,S2P4A,1450.1,1070.6,0.66
2020-01-28,S2P4B,1444.5,1352.5,0.13
2020-01-28,S2P4C,1326.9,1293.5,0.07
2020-01-28,S2P4D,1395.4,1329.4,0.08
2020-01-28,S2P5A,1425.1,1349.6,0.09
2020-01-28,S2P5B,1376.2,1325.7,0.06
2020-01-28,S2P5C,1370.8,743.8,1.49
2020-01-28,S2P5D,1356.6,1296.2,0.12
2020-01-28,S2P6A,1261.1,623.5,1.14
2020-01-28,S2P6B,1269.9,1130.5,0.19
2020-01-28,S2P6C,1072.9,1213.1,0.03
2020-01-28,S2P6D,1244.2,1201.8,0.08
2020-01-28,S2P7A,1311.5,1236.6,0.11
2020-01-28,S2P7B,1334.6,847.4,0.77
2020-01-28,S2P7C,1268.4,986.3,0.43
2020-01-28,S2P7D,1277.8,949.4,0.64
2020-01-28,S2P8A,1088.8,923.7,0.23
2020-01-28,S2P8B,524,469.2,0.13
2020-01-28,S2P8C,673.8,636.4,0.08
2020-01-28,S2P8D,710.5,276.6,1.25
2020-01-28,S3P1A,651.7,530,0.25
2020-01-28,S3P1B,642.2,543.7,0.2
2020-01-28,S3P1C,739.1,616.8,0.23
2020-01-28,S3P1D,933.8,466.6,0.98
2020-01-28,S3P2A,775.4,309.8,1.29
2020-01-28,S3P2B,1037.2,672.9,0.66
2020-01-28,S3P2C,1261.9,928.2,0.5
2020-01-28,S3P2D,1273.7,909.4,0.56
2020-01-28,S3P3A,1352.7,1274.3,0.1
2020-01-28,S3P3B,1373.4,648.1,1.42
2020-01-28,S3P3C,1334.4,1299.1,0.07
2020-01-28,S3P3D,1327.6,1297.9,0.06
2020-01-28,S3P4A,1363.3,1228.6,0.17
2020-01-28,S3P4B,1351.1,1240.3,0.14
2020-01-28,S3P4C,1299.1,740.7,1.05
2020-01-28,S3P4D,1321.1,1275.5,0.06
2020-01-28,S3P5A,1353.4,1242.6,0.15
2020-01-28,S3P5B,1250.8,1141.4,0.15
2020-01-28,S3P5C,1033.3,380.4,1.46
2020-01-28,S3P5D,1124.1,1064.7,0.08
2020-01-28,S3P6A,1189.4,1059.7,0.18
2020-01-28,S3P6B,1142.4,1023.1,0.18
2020-01-28,S3P6C,1167.3,487,1.37
2020-01-28,S3P6D,1069.2,1112.6,0.02
2020-01-28,S3P7A,1120.8,939.5,0.26
2020-01-28,S3P7B,1093.7,645.4,0.78
2020-01-28,S3P7C,937.4,776,0.26
2020-01-28,S3P7D,984,854.5,0.21
2020-01-28,S3P8A,894.2,671,0.37
2020-01-28,S3P8B,644.7,463.3,0.43
2020-01-28,S3P8B,0,0,0
2020-01-28,S3P8D,832.3,757.3,0.17
2020-01-28,S4P1A,875.1,797.3,0.14
2020-01-28,S4P1B,887.7,744.6,0.23
2020-01-28,S4P1C,837.7,774.2,0.11
2020-01-28,S4P1D,816.2,647.5,0.32
2020-01-28,S4P2A,723.4,324.4,1.12
2020-01-28,S4P2B,773,293.4,1.3
2020-01-28,S4P2C,708.7,414.1,1.6
2020-01-28,S4P2D,566.2,399.2,0.42
2020-01-28,S4P3A,593,493,0.23
2020-01-28,S4P3B,632.1,582.3,0.15
2020-01-28,S4P3C,626.8,424.9,0.51
2020-01-28,S4P3D,661.6,310,1
2020-01-28,S4P4A,832.3,747.6,0.14
2020-01-28,S4P4B,921.6,893.1,0.05
2020-01-28,S4P4C,1047.3,625.5,0.76
2020-01-28,S4P4D,1089.8,472.9,1.23
2020-01-28,S4P5A,1140.6,985.8,0.21
2020-01-28,S4P5B,983.2,339.7,1.51
2020-01-28,S4P5C,1093,196.1,2.42
2020-01-28,S4P5D,1176.2,1006.5,0.24
2020-01-28,S4P6A,1233.1,808,0.87
2020-01-28,S4P6B,1298,1217.6,0.16
2020-01-28,S4P6C,1323.8,446.4,2.09
2020-01-28,S4P6D,1362.8,385.7,2.09
2020-01-28,S4P7A,1558.7,1271.3,0.38
2020-01-28,S4P7B,1622.4,1045.8,0.84
2020-01-28,S4P7C,1517.3,1238.7,0.39
2020-01-28,S4P7D,1508.9,1470.4,0.08
2020-01-28,S4P8A,1607.1,1232,0.51
2020-01-28,S4P8B,1559.8,1216.8,0.5
2020-01-28,S4P8C,1474.7,1374.2,0.16
2020-01-28,S4P8D,1551.3,915.1,1.06
2020-01-28,S5P1A,1565.3,1120.6,0.65
2020-01-28,S5P1B,1557.4,1500.2,0.08
2020-01-28,S5P1C,1494.1,886.3,1.03
2020-01-28,S5P1D,1478.6,926.4,0.81
2020-01-28,S5P2A,1542.8,1062.6,0.73
2020-01-28,S5P2B,1493.5,1174.8,0.43
2020-01-28,S5P2C,1421.1,889.3,0.78
2020-01-28,S5P2D,1324.3,1032.4,0.41
2020-01-28,S5P3A,1355.4,913,0.64
2020-01-28,S5P3B,1156.1,904.3,0.39
2020-01-28,S5P3C,1158.7,801.5,0.6
2020-01-28,S5P3D,1194.8,1039.3,0.23
2020-01-28,S5P4A,1116.3,616.2,0.99
2020-01-28,S5P4B,930.3,750.2,0.33
2020-01-28,S5P4C,760.1,746,0.04
2020-01-28,S5P4D,705.9,218.9,1.44
2020-01-28,S5P5A,642.8,563.2,0.16
2020-01-28,S5P5B,574.8,346.7,1.21
2020-01-28,S5P5C,581.2,435.4,0.45
2020-01-28,S5P5D,549.1,547.2,0.02
2020-01-28,S5P6A,645.7,243.8,1.41
2020-01-28,S5P6B,669.8,562.7,0.22
2020-01-28,S5P6C,613.7,543.4,0.15
2020-01-28,S5P6D,604.5,405.6,0.52
2020-01-28,S5P7A,619.5,260.3,1.11
2020-01-28,S5P7B,632.4,194.8,1.47
2020-01-28,S5P7C,688,158.3,1.88
2020-01-28,S5P7D,625.1,356.2,0.72
2020-01-28,S5P8A,724.8,430,0.71
2020-01-28,S5P8B,849.8,618.5,0.42
2020-01-28,S5P8C,710.8,486.8,0.51
2020-01-28,S5P8D,524.3,251.1,1.43
2020-01-28,S6P1A,1778.1,953,1.69
2020-01-28,S6P1B,1954.2,540,4.82
2020-01-28,S6P1C,1857.3,1838.2,0.07
2020-01-28,S6P1D,1874,1769.3,0.16
2020-01-28,S6P2A,2094.3,866.6,2.7
2020-01-28,S6P2B,2146.2,605.3,3.21
2020-01-28,S6P2C,2066.1,1100.2,1.36
2020-01-28,S6P2D,2135.8,1818.5,0.38
2020-01-28,S6P3A,2356.9,2226.6,0.11
2020-01-28,S6P3B,1906.5,360.4,3.27
2020-01-28,S6P3C,1753.2,362.2,3.34
2020-01-28,S6P3D,1991.2,713.8,2.76
2020-01-28,S6P4A,1384.5,673,1.33
2020-01-28,S6P4B,1468.2,1090.9,0.52
2020-01-28,S6P4C,1433.5,1236.3,0.25
2020-01-28,S6P4D,1226.5,204,2.79
2020-01-28,S6P5A,1277,739.9,1.03
2020-01-28,S6P5B,1338.2,866.1,0.78
2020-01-28,S6P5C,1146.8,984,0.26
2020-01-28,S6P5D,1303.1,889.4,0.63
2020-01-28,S6P6A,1627.9,1230.1,0.52
2020-01-28,S6P6B,1550.3,743.9,1.33
2020-01-28,S6P6C,1470.4,648.4,1.58
2020-01-28,S6P6D,1407.3,643.4,1.54
2020-01-28,S6P7A,1519.3,1163.3,0.48
2020-01-28,S6P7B,1643.7,1183.3,0.61
2020-01-28,S6P7C,1623,1057.4,0.83
2020-01-28,S6P7D,1595.4,808.5,1.42
2020-01-28,S6P8A,1565.6,1148.4,0.57
2020-01-28,S6P8B,1453.2,1183.1,0.36
2020-01-28,S6P8C,1580.2,1062.6,0.72
2020-01-28,S6P8D,1695.4,956.2,1.1
2020-02-26,S2P1A,705.7,245.8,1.38
2020-02-26,S2P1B,658.6,149.5,1.89
2020-02-26,S2P1C,705.8,183.3,1.7
2020-02-26,S2P2A,670.8,168.5,1.85
2020-02-26,S2P2B,759.7,400.5,1.09
2020-02-26,S2P2C,602.7,243.4,1.09
2020-02-26,S2P3A,712.7,243.4,1.37
2020-02-26,S2P3B,659.5,607.4,0.14
2020-02-26,S2P3C,610.5,317,0.83
2020-02-26,S2P3D,654.8,361.4,0.86
2020-02-26,S2P4A,665.1,539.2,0.29
2020-02-26,S2P4B,686.2,248.8,1.34
2020-02-26,S2P4C,614.3,223.4,1.34
2020-02-26,S2P4D,583.6,192.5,1.4
2020-02-26,S2P5A,533.7,397.1,0.36
2020-02-26,S2P5B,526.3,388.6,0.36
2020-02-26,S2P5C,534.9,499,0.1
2020-02-26,S2P5D,548.6,394.2,0.43
2020-02-26,S2P6A,545.7,487,0.15
2020-02-26,S2P6B,474.9,314.9,0.94
2020-02-26,S2P6C,457.8,369.1,0.26
2020-02-26,S2P6D,449.4,319.7,0.84
2020-02-26,S2P7A,400.1,105.5,1.64
2020-02-26,S2P7B,389.5,99.4,1.72
2020-02-26,S2P7C,395.7,207.8,0.81
2020-02-26,S2P8B,417.9,284.4,0.5
2020-02-26,S2P8C,333.4,432,0
2020-02-26,S2P8D,387.6,216.5,0.74
2020-02-26,S3P1B,419.1,203,0.85
2020-02-26,S3P1C,437,280.9,0.63
2020-02-26,S3P1D,401.4,102.3,1.65
2020-02-26,S3P2A,370.8,87.9,1.83
2020-02-26,S3P2C,385.9,173.5,1.11
2020-02-26,S3P2D,420.4,133,1.47
2020-02-26,S3P3A,556.5,388.5,0.44
2020-02-26,S3P3B,581.3,512.8,0.15
2020-02-26,S3P3C,627.9,332.4,0.81
2020-02-26,S3P3D,729.9,576.7,0.3
2020-02-26,S3P4A,832.2,206.2,1.91
2020-02-26,S3P4B,671.7,285.7,1.24
2020-02-26,S3P4C,587.5,588.2,0.08
2020-02-26,S3P4D,615.1,458.9,0.42
2020-02-26,S3P5A,619.7,141.4,1.9
2020-02-26,S3P5B,580.5,112.8,2.23
2020-02-26,S3P5C,499.8,493.1,0.15
2020-02-26,S3P5D,552.4,160.2,1.8
2020-02-26,S3P6A,536.9,149.5,1.63
2020-02-26,S3P6B,517.9,115.7,1.83
2020-02-26,S3P6C,528,513.2,0.07
2020-02-26,S3P6D,546.6,165.1,1.54
2020-02-26,S3P7A,537.9,84.8,2.18
2020-02-26,S3P7C,514.3,162.7,1.36
2020-02-26,S3P7D,553.3,217.5,1.2
2020-02-26,S3P8A,429.6,95.9,1.81
2020-02-26,S3P8B,593.3,198,1.98
2020-02-26,S3P8D,796.9,247.8,1.68
2020-02-26,S4P1A,371.5,192.4,0.95
2020-02-26,S4P1C,525.2,347.9,0.54
2020-02-26,S4P1D,508.7,224.2,1.13
2020-02-26,S4P2A,372,229.4,0.66
2020-02-26,S4P2C,551.4,167.1,1.61
2020-02-26,S4P2D,594.5,180.4,1.54
2020-02-26,S4P3A,474.7,158.9,1.39
2020-02-26,S4P3B,486.3,308.2,0.81
2020-02-26,S4P3C,483.1,269.8,0.76
2020-02-26,S4P3D,461.5,464,0.01
2020-02-26,S4P4A,464.2,374.6,0.26
2020-02-26,S4P4B,508.6,216,1.14
2020-02-26,S4P4C,647.2,534.3,0.25
2020-02-26,S4P4D,621.6,622.2,0.04
2020-02-26,S4P5A,580.2,264.8,0.95
2020-02-26,S4P5B,526.6,241.3,1.07
2020-02-26,S4P5C,489.5,465.6,0.06
2020-02-26,S4P5D,487,195.4,1.17
2020-02-26,S4P6A,558.5,257.3,1.04
2020-02-26,S4P6B,548.6,208,1.28
2020-02-26,S4P6C,565.8,135.5,2.11
2020-02-26,,593.8,538,0.12
2020-02-26,,614.2,242.6,1.15
2020-02-26,,683.1,323.9,0.92
2020-02-26,S4P7A,693.2,193.7,1.6
2020-02-26,S4P7C,695.8,268.2,1.18
2020-02-26,S4P7D,626.8,183.4,1.49
2020-02-26,S4P8A,569.6,207.1,1.28
2020-02-26,S4P8B,755.2,124.6,2.29
2020-02-26,S4P8C,738.1,311.4,1.08
2020-02-26,S5P1A,783.1,58.8,3.52
2020-02-26,S5P1B,689.9,320.1,1.12
2020-02-26,S5P1D,664.3,50.3,3.18
2020-02-26,S5P2B,576.8,174.4,1.45
2020-02-26,S5P2C,520.3,112.4,1.84
2020-02-26,S5P2D,533.5,175.4,1.36
2020-02-26,S5P3A,496.7,390.6,0.29
2020-02-26,S5P3B,460.9,124.6,1.66
2020-02-26,S5P3C,403.9,423.3,0.04
2020-02-26,S5P3D,461.9,439.6,0.07
2020-02-26,S5P4A,477,383.9,0.26
2020-02-26,S5P4B,510.4,423.9,0.23
2020-02-26,S5P4C,490.3,69.3,2.59
2020-02-26,S5P4D,486.7,456.4,0.09
2020-02-26,S5P5A,467.6,325.4,0.54
2020-02-26,S5P5B,530.1,493.9,0.09
2020-02-26,S5P5C,483.3,513.4,0.05
2020-02-26,S5P5D,524,496.7,0.11
2020-02-26,S5P6A,594.5,548.5,0.1
2020-02-26,S5P6B,694.9,200.8,1.6
2020-02-26,S5P6C,709.1,445.2,0.63
2020-02-26,S5P6D,725.6,636.1,0.18
2020-02-26,S5P6B,732.3,730.1,0.04
2020-02-26,S5P7C,743.6,756.8,0.05
2020-02-26,S5P7B,749.4,646.6,0.2
2020-02-26,S5P7D,751.3,638.8,0.21
2020-02-26,S5P8B,878.2,847.2,0.18
2020-02-26,S5P8C,895.5,761.3,0.33
2020-02-26,S5P8D,724.5,194.8,1.89
2020-02-26,S6P1A,1001.2,312.3,1.88
2020-02-26,S6P1B,874,547.1,0.7
2020-02-26,S6P1D,740.2,330.1,1.21
2020-02-26,S6P2A,1280.5,435.6,1.98
2020-02-26,S6P2C,1033.6,410.6,1.85
2020-02-26,S6P2D,1236.6,836.3,0.7
2020-02-26,S6P3A,1399.6,346.4,2.37
2020-02-26,S6P3B,622,624.4,0.04
2020-02-26,S6P3C,749.2,247.4,1.79
2020-02-26,S6P3D,1238.7,386,2.21
2020-02-26,S6P4A,841.1,308.4,1.67
2020-02-26,S6P4B,862.6,463.4,1.21
2020-02-26,S6P4C,1051.1,634.9,0.79
2020-02-26,S6P4D,977.1,928.8,0.08
2020-02-26,S6P5A,902.3,796.9,0.2
2020-02-26,S6P5B,744.1,361.6,1.04
2020-02-26,S6P5C,877.3,397.5,1.11
2020-02-26,S6P5D,949.9,369.2,1.68
2020-02-26,S6P6A,801.6,266.4,1.75
2020-02-26,S6P6B,885.2,384.5,1.17
2020-02-26,S6P6C,952.7,225,2.33
2020-02-26,S6P6D,907.1,926.8,0.02
2020-02-26,S6P7A,905.6,121,2.92
2020-02-26,S6P7B,750.5,220.9,1.56
2020-02-26,S6P7C,660.9,194.4,1.48
2020-02-26,S6P8A,598,223,1.21
2020-02-26,S6P8B,843,593.9,0.66
2020-02-26,S6P8D,673.6,216.3,1.4
2020-03-10,S1P1A,511.6,460.7,0.12
2020-03-10,S1P1B,518.9,474.4,0.11
2020-03-10,S1P1C,459.4,499.7,0.04
2020-03-10,S1P2A,520.6,446.9,0.18
2020-03-10,S1P2B,523.9,453.3,0.17
2020-03-10,S1P2C,521.5,457.9,0.15
2020-03-10,S1P3A,522.5,279.7,0.78
2020-03-10,S1P3B,543.2,340.4,0.6
2020-03-10,S1P3C,605.1,386.8,0.55
2020-03-10,S1P3D,707.5,666.3,0.1
2020-03-10,S1P4A,1207.6,1059.6,0.25
2020-03-10,S1P4B,727.9,360.9,0.88
2020-03-10,S1P4C,721.3,348.8,0.9
2020-03-10,S1P4D,792.7,730.7,0.13
2020-03-10,S1P5A,1311.4,1033,0.38
2020-03-10,S1P5C,1606.4,395.8,2.49
2020-03-10,S1P5D,1452.3,1295.7,0.2
2020-03-10,S1P5B,1350.3,1063.3,0.41
2020-03-10,S1P6A,1335.6,932.3,0.61
2020-03-10,S1P6B,1172.6,1104.9,0.11
2020-03-10,S1P6C,788.5,558.7,0.43
2020-03-10,S1P6D,596.9,416.9,0.43
2020-03-10,S1P7A,564.4,299.9,0.86
2020-03-10,S1P7B,560.6,250.5,1.03
2020-03-10,S1P7C,585.9,508,0.18
2020-03-10,S1P8B,968.6,757.5,0.39
2020-03-10,S1P8C,1018.2,1063.3,0.21
2020-03-10,S1P8D,1681.3,1485.4,0.22
2020-03-10,S2P1B,1321.5,1099.8,0.31
2020-03-10,S2P1C,1359.8,1102.8,0.37
2020-03-10,S2P1D,1421,989.6,0.63
2020-03-10,S2P2A,1312.9,1312.7,0.05
2020-03-10,S2P2D,1282.2,754.4,0.87
2020-03-10,S2P3B,1335,661.7,1.49
2020-03-10,S2P3C,1277.9,1174.6,0.14
2020-03-10,S2P3D,1215.4,888.6,0.48
2020-03-10,S2P4A,1304.7,1276.7,0.06
2020-03-10,S2P4B,1250.7,953.9,0.55
2020-03-10,S2P4C,1072.2,653.1,0.89
2020-03-10,S2P5B,911.7,890.2,0.07
2020-03-10,S2P5C,871.9,440.6,1
2020-03-10,S2P5D,995.1,642.1,0.61
2020-03-10,S2P6B,1050,398,1.35
2020-03-10,S2P6C,986.6,525.7,1.09
2020-03-10,S2P6D,896.7,759.2,0.23
2020-03-10,S2P7A,503.5,460.6,0.11
2020-03-10,S2P7C,478.2,441.8,0.09
2020-03-10,S2P7D,493.7,434.5,0.16
2020-03-10,S2P8A,472.7,451.6,0.06
2020-03-10,S2P8B,431.6,405.2,0.09
2020-03-10,S2P8D,479.4,398.6,0.22
2020-03-10,S4P1A,591.8,368.3,0.55
2020-03-10,S4P1C,467,286.8,0.63
2020-03-10,S4P1D,544.7,387.2,0.4
2020-03-10,S4P2A,1066,763.8,0.5
2020-03-10,S4P2C,1197.4,1128.7,0.13
2020-03-10,S4P2D,1195.3,715,0.83
2020-03-10,S4P3A,1066.5,913.1,0.22
2020-03-10,S4P3C,1005.3,965,0.08
2020-03-10,S4P3D,1086.3,633.4,0.83
2020-03-10,S4P4B,1175.1,1118.1,0.08
2020-03-10,S4P4C,1069.4,845.4,0.35
2020-03-10,S4P4D,1080.3,504,1.26
2020-03-10,S4P5A,1180.4,760.9,0.68
2020-03-10,S4P5C,1073.7,202.6,2.41
2020-03-10,S4P5D,994.3,686.4,0.51
2020-03-10,S4P6A,1142.2,927.9,0.32
2020-03-10,S4P6B,1225.1,1173.3,0.11
2020-03-10,S4P6D,1213.4,921.7,0.48
2020-03-10,S4P7A,1320.2,1259.4,0.12
2020-03-10,S4P7C,1104.5,1186.3,0.14
2020-03-10,S4P7D,1313.7,1200.9,0.18
2020-03-10,S4P8A,1350.3,1360.5,0.03
2020-03-10,S4P8B,1309.8,1288.8,0.07
2020-03-10,S4P8C,1292.3,1207.6,0.12
2020-03-10,S5P1A,1428.6,1354.8,0.1
2020-03-10,S5P1B,1355.5,1325.7,0.06
2020-03-10,S5P1D,1377.5,931.3,0.65
2020-03-10,S5P2B,1389.3,1416.7,0.03
2020-03-10,S5P2C,1247.4,1182.8,0.1
2020-03-10,S5P2D,1439.4,1355.8,0.12
2020-03-10,S5P3A,1400.6,1096.9,0.54
2020-03-10,S5P3B,1273.1,1392.6,0.03
2020-03-10,S5P3C,1285.4,1008.7,0.47
2020-03-10,S5P4A,1569.1,1345.2,0.26
2020-03-10,S5P4C,1379.8,1290.4,0.13
2020-03-10,S5P4D,1384.2,535.8,1.75
2020-03-10,S5P5A,1463.9,1358.1,0.13
2020-03-10,S5P5B,1350.8,1061.7,0.48
2020-03-10,S5P5D,1212.8,868.6,0.56
2020-03-10,S5P6A,1354.3,301.3,2.61
2020-03-10,S5P6B,1338,1356.3,0.05
2020-03-10,S5P6C,1046.2,1052.4,0.17
2020-03-10,S5P7B,1210.4,1123.6,0.15
2020-03-10,S5P7C,1134.6,1004.4,0.19
2020-03-10,S5P7D,1150.7,843.9,0.47
2020-03-10,S5P8B,1090.3,998.9,0.13
2020-03-10,S5P8C,980.9,891.2,0.13
2020-03-10,S5P8D,916.1,729.9,0.31
2020-03-10,S6P1A,1544.8,1079,0.61
2020-03-10,S6P1C,1300.4,1285.9,0.05
2020-03-10,S6P1D,1232.6,598.8,1.1
2020-03-10,S6P2A,1293.2,1233,0.07
2020-03-10,S6P2C,1498.9,653.1,1.7
2020-03-10,S6P2D,1493.1,1142.5,0.48
2020-03-10,S6P3A,1271,860,0.65
2020-03-10,S6P3B,1182.7,645.8,1.11
2020-03-10,S6P3D,1294.1,786.3,0.95
2020-03-10,S6P4B,975.2,914.4,0.1
2020-03-10,S6P4C,965.4,590.8,0.72
2020-03-10,S6P4D,929.9,184.5,2.41
2020-03-10,S6P5A,1042.6,790.8,0.48
2020-03-10,S6P5C,964.4,1035.9,0.04
2020-03-10,S6P5D,1055.9,599.5,0.95
2020-03-10,S6P6A,1192.7,1192.2,0.07
2020-03-10,S6P6B,1231.7,948.3,0.6
2020-03-10,S6P6D,1286.7,653.2,1.38
2020-03-10,S6P7A,1382.4,1332.1,0.08
2020-03-10,S6P7B,1409.1,1356.9,0.09
2020-03-10,S6P7C,1403.1,1291.4,0.13
2020-03-10,S6P8A,1481.8,1402.6,0.1
2020-03-10,S6P8B,1463.3,1408.1,0.09
2020-03-10,S6P8D,1426.8,1077.4,0.5
